survey_date,grts_cell_id,survey_type_id,location_name,species_code,avg_count,min_count,max_count,avg_count_dead,project_name,sample_design,organization_name,geometry,grts_geometry,sample_frame,start_time,end_time,colony_type,percent_bats_with_visible_fungus,counted_by,site_identifier,site_water_present,site_elevation,site_number_openings,site_number_passages,habitat_type,site_material,site_size,site_type,site_use,project_id,year,month,day,hour,species_id,event_id,event_geometry_id,grts_id,site_habitat_type_id,site_material_id,site_size_id,site_type_id,site_use_id,organization_id
"Tue Jul 05 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","70569","10","Waddell Cave","MYAU","1000.0000000000000000","1000","1000","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000C8B5A1629C5B56C0B515FBCBEE014040","0103000020E61000000100000009000000BEACED47B65856C0B578BEC9EAEE3F4093BB5D941A5C56C097E50682B6EF3F40C35DC080DE5B56C0620846B42CFB3F4075ADF65BA25B56C024F3655451034040130087183D5856C0DFD34A5FEB024040E3FE6DE6D75456C04E5267988402404066D45202155556C0EBC7766E93F93F40977AC50C525556C031004A6E1DEE3F40BEACED47B65856C0B578BEC9EAEE3F40","Conus (Continental US) 10x10km Grid","Wed Jul 06 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jul 06 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""Kathy Shelton: Chazz Coleman: Katelin Cross""}","Waddell Cave","true",,"1","1",,,"small","cave","hibernacula","474","2016","7","6","0","25","100531","318252","34098",,,"1","2","1","66"
"Wed Jul 06 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","58300","10","Avery 1","MYLE","10.0000000000000000","10","10",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E61000000100000009000000AE9859BA437454C0AF5EDF4E540342401A89F7E0CE7754C0B91F8C6E2D0442408227C0EC467754C0B348CA4ED4094240B4C4EDCFBE7654C0DFCE901E7B0F4240F20082A0327354C08B148BC1A10E4240FC0EE999A66F54C070C6438CC70D424095D69CBF2F7054C0F10603FA20084240C8436ABCB87054C0A4E128577A024240AE9859BA437454C0AF5EDF4E54034240","0103000020E61000000100000009000000AE9859BA437454C0AF5EDF4E540342401A89F7E0CE7754C0B91F8C6E2D0442408227C0EC467754C0B348CA4ED4094240B4C4EDCFBE7654C0DFCE901E7B0F4240F20082A0327354C08B148BC1A10E4240FC0EE999A66F54C070C6438CC70D424095D69CBF2F7054C0F10603FA20084240C8436ABCB87054C0A4E128577A024240AE9859BA437454C0AF5EDF4E54034240","Conus (Continental US) 10x10km Grid","Thu Jul 07 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jul 07 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell Joey Weber Rebecca Purkey Jordan Lollar""}","Avery 1",,,,,,,,"cave",,"270","2016","7","7","0","31","182031","417071","58701",,,,"2",,"74"
"Wed Jul 06 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","58300","10","Avery 1","COTO","2.0000000000000000","2","2",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E61000000100000009000000AE9859BA437454C0AF5EDF4E540342401A89F7E0CE7754C0B91F8C6E2D0442408227C0EC467754C0B348CA4ED4094240B4C4EDCFBE7654C0DFCE901E7B0F4240F20082A0327354C08B148BC1A10E4240FC0EE999A66F54C070C6438CC70D424095D69CBF2F7054C0F10603FA20084240C8436ABCB87054C0A4E128577A024240AE9859BA437454C0AF5EDF4E54034240","0103000020E61000000100000009000000AE9859BA437454C0AF5EDF4E540342401A89F7E0CE7754C0B91F8C6E2D0442408227C0EC467754C0B348CA4ED4094240B4C4EDCFBE7654C0DFCE901E7B0F4240F20082A0327354C08B148BC1A10E4240FC0EE999A66F54C070C6438CC70D424095D69CBF2F7054C0F10603FA20084240C8436ABCB87054C0A4E128577A024240AE9859BA437454C0AF5EDF4E54034240","Conus (Continental US) 10x10km Grid","Thu Jul 07 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jul 07 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell Joey Weber Rebecca Purkey Jordan Lollar""}","Avery 1",,,,,,,,"cave",,"270","2016","7","7","0","4","182031","417071","58701",,,,"2",,"74"
"Wed Jul 06 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","127168","10","Tad 3.1","TABR","123.0000000000000000","123","123",,"Florida bonneted bat (Eumops floridanus) monitoring and research in South Florida","true","Miami Bat Lab","0101000020E61000006A6AD95A5F1954C0C47B0E2C479C3940","0103000020E6100000010000000900000068274445F71C54C0EDC26E01E78939409D14FD29132054C08F49FB11CD8B39407408261F901F54C0E50D741F529739408DA6F9F10C1F54C00FC517B6D6A2394023D86A42F01B54C0A1F8F749F0A0394046DA57B5D31854C0560CC058089F3940ECC565AD571954C053E6E91D849339403D3EEC82DB1954C04A0B0A6CFF87394068274445F71C54C0EDC26E01E7893940","Conus (Continental US) 10x10km Grid","Thu Jul 07 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Thu Jul 07 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Frank Ridgley""}","Tad 3.1","true",,,,"forest-conifer",,,,"maternity","1135","2016","7","7","0","44","2690965","791656","6413","4",,,,"2","213"
"Tue Jul 12 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","118231","10","Meridian NAS: North Culvert","EPFU","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000FAEDEBC0392356C00057B26323484040","0103000020E61000000100000009000000FA98C3668C2556C096C5A027B34140407F39677BF62856C0A37F7E3C2542404035F2729CB22856C072CB6AF9DD47404079D6F6A96E2856C0A4B9AF99964D4040E493569B032556C050CE4368244D4040D0206AA0982156C02723FB63B14C404067E6FD8CDD2156C06A0366E0F8464040BBD8C265222256C004BE194040414040FA98C3668C2556C096C5A027B3414040","Conus (Continental US) 10x10km Grid","Wed Jul 13 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jul 13 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""Kathy Shelton: Chazz Coleman: Katelin Cross""}","Meridian NAS: North Culvert",,,,,,,"small","culvert","summer roost","474","2016","7","13","0","5","100535","318412","37346",,,"1","5","6","66"
"Tue Jul 12 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","118231","10","Meridian NAS: North Culvert","MYAU","8.0000000000000000","8","8","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000FAEDEBC0392356C00057B26323484040","0103000020E61000000100000009000000FA98C3668C2556C096C5A027B34140407F39677BF62856C0A37F7E3C2542404035F2729CB22856C072CB6AF9DD47404079D6F6A96E2856C0A4B9AF99964D4040E493569B032556C050CE4368244D4040D0206AA0982156C02723FB63B14C404067E6FD8CDD2156C06A0366E0F8464040BBD8C265222256C004BE194040414040FA98C3668C2556C096C5A027B3414040","Conus (Continental US) 10x10km Grid","Wed Jul 13 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jul 13 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""Kathy Shelton: Chazz Coleman: Katelin Cross""}","Meridian NAS: North Culvert",,,,,,,"small","culvert","summer roost","474","2016","7","13","0","25","100535","318412","37346",,,"1","5","6","66"
"Tue Jul 12 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","118231","10","Meridian NAS: South culvert","EPFU","1.00000000000000000000","1","1","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000A306D3307C2456C00708E6E8F1434040","0103000020E61000000100000009000000FA98C3668C2556C096C5A027B34140407F39677BF62856C0A37F7E3C2542404035F2729CB22856C072CB6AF9DD47404079D6F6A96E2856C0A4B9AF99964D4040E493569B032556C050CE4368244D4040D0206AA0982156C02723FB63B14C404067E6FD8CDD2156C06A0366E0F8464040BBD8C265222256C004BE194040414040FA98C3668C2556C096C5A027B3414040","Conus (Continental US) 10x10km Grid","Wed Jul 13 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jul 13 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""Kathy Shelton: Chazz Coleman: Katelin Cross""}","Meridian NAS: South culvert","true",,"6","3",,,"medium","culvert","maternity","474","2016","7","13","0","5","100536","318413","37346",,,"2","5","2","66"
"Tue Jul 12 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","118231","10","Meridian NAS: South culvert","MYAU","900.0000000000000000","900","900","0.00000000000000000000","Mississippi Bat Monitoring","true","Mississippi Department of Wildlife, Fisheries & Parks","0101000020E6100000A306D3307C2456C00708E6E8F1434040","0103000020E61000000100000009000000FA98C3668C2556C096C5A027B34140407F39677BF62856C0A37F7E3C2542404035F2729CB22856C072CB6AF9DD47404079D6F6A96E2856C0A4B9AF99964D4040E493569B032556C050CE4368244D4040D0206AA0982156C02723FB63B14C404067E6FD8CDD2156C06A0366E0F8464040BBD8C265222256C004BE194040414040FA98C3668C2556C096C5A027B3414040","Conus (Continental US) 10x10km Grid","Wed Jul 13 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jul 13 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity","0","{""Kathy Shelton: Chazz Coleman: Katelin Cross""}","Meridian NAS: South culvert","true",,"6","3",,,"medium","culvert","maternity","474","2016","7","13","0","25","100536","318413","37346",,,"2","5","2","66"
"Sun Jul 17 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","90481","10","Johnston 1","PESU","1.00000000000000000000","1","1",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E61000000100000009000000E7FF9F1D03CC54C0E5D19453F2A3414076839C4887CF54C010F5C0ADB6A44140434310A20DCF54C05680056B61AA41404D6276D793CE54C07D004D150CB04140A7B09CA60ECB54C07ED9068547AF41408FF2059A89C754C0C60D921D82AE4140F055926A04C854C0E5FC8EA9D7A841403B79C6167FC854C0A81F71222DA34140E7FF9F1D03CC54C0E5D19453F2A34140","0103000020E61000000100000009000000E7FF9F1D03CC54C0E5D19453F2A3414076839C4887CF54C010F5C0ADB6A44140434310A20DCF54C05680056B61AA41404D6276D793CE54C07D004D150CB04140A7B09CA60ECB54C07ED9068547AF41408FF2059A89C754C0C60D921D82AE4140F055926A04C854C0E5FC8EA9D7A841403B79C6167FC854C0A81F71222DA34140E7FF9F1D03CC54C0E5D19453F2A34140","Conus (Continental US) 10x10km Grid","Mon Jul 18 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 18 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""CLG MRM""}","Johnston 1",,,,,,,,"bridge",,"270","2016","7","18","0","43","182188","417098","54060",,,,"12",,"74"
"Mon Jul 18 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","15339","10","Buncombe 1","EPFU","169.0000000000000000","169","169",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","Conus (Continental US) 10x10km Grid","Mon Jul 18 2016 19:40:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 18 2016 21:25:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell Kendrick Weeks Alison Medford Joey Weber Sue Cameron Bob Cherry Rebecca Purkey""}","Buncombe 1",,,,,,,,"bridge",,"270","2016","7","18","19","5","182041","417078","55454",,,,"12",,"74"
"Tue Jul 19 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","15339","10","Buncombe 1","MYGR","10.0000000000000000","10","10",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","Conus (Continental US) 10x10km Grid","Tue Jul 19 2016 12:30:00 GMT+0000 (Coordinated Universal Time)","Tue Jul 19 2016 12:45:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell""}","Buncombe 1",,,,,,,,"bridge",,"270","2016","7","19","12","29","182042","417078","55454",,,,"12",,"74"
"Sun Jul 24 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","14907","10","Graham 1","MYLE","13.0000000000000000","13","13",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E610000001000000090000000B43D9DD390555C05DDFC4507AA441407F2FEC2FBF0855C0DB21E10231A541406100A2024E0855C06D788B86DDAA4140CC1CC2B3DC0755C011C2BAF789B0414068AA7A5A560455C04A043613D3AF414061A1FD22D00055C05E5701571BAF414034DF2879420155C0885A64186FA94140A7E672ADB40155C08E8830C7C2A341400B43D9DD390555C05DDFC4507AA44140","0103000020E610000001000000090000000B43D9DD390555C05DDFC4507AA441407F2FEC2FBF0855C0DB21E10231A541406100A2024E0855C06D788B86DDAA4140CC1CC2B3DC0755C011C2BAF789B0414068AA7A5A560455C04A043613D3AF414061A1FD22D00055C05E5701571BAF414034DF2879420155C0885A64186FA94140A7E672ADB40155C08E8830C7C2A341400B43D9DD390555C05DDFC4507AA44140","Conus (Continental US) 10x10km Grid","Mon Jul 25 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 25 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Humbert Neal""}","Graham 1",,,,,,,,"bridge",,"270","2016","7","25","0","31","182108","417089","53589",,,,"12",,"74"
"Sun Jul 24 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","15339","10","Buncombe 1","MYGR","8.0000000000000000","8","8",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","Conus (Continental US) 10x10km Grid","Mon Jul 25 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 25 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Sue Cameron""}","Buncombe 1",,,,,,,,"bridge",,"270","2016","7","25","0","29","182043","417078","55454",,,,"12",,"74"
"Sun Jul 24 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","116437","10","Kochert Barn","MYLU","213.0000000000000000","213","213",,"NABat Idaho","true","Idaho Department of Fish & Game","0101000020E6100000E2E995B20CB15CC0410E4A98697B4540","0103000020E61000000100000009000000007D376609AD5CC073E00E5E9B79454078F7674AE7B05CC07310E1237C78454029AD786CADB15CC07307AC301A7E454028571ACF73B25CC02FA0F54CB8834540110B30B594AE5CC03380B6EED78445405CF7C35AB5AA5CC06F160FA7F6854540FE71292EF0A95CC0ED00382358804540D650C3412BA95CC08C881CAFB97A4540007D376609AD5CC073E00E5E9B794540","Conus (Continental US) 10x10km Grid","Mon Jul 25 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Mon Jul 25 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Ross Winton|Austin Young""}","Kochert Barn","true",,,,,,"large","barn","maternity","48","2016","7","25","0","32","101296","145994","96853",,,"3","6","2","56"
"Tue Jul 26 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","14907","10","Graham 1","MYLE","23.0000000000000000","23","23",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E610000001000000090000000B43D9DD390555C05DDFC4507AA441407F2FEC2FBF0855C0DB21E10231A541406100A2024E0855C06D788B86DDAA4140CC1CC2B3DC0755C011C2BAF789B0414068AA7A5A560455C04A043613D3AF414061A1FD22D00055C05E5701571BAF414034DF2879420155C0885A64186FA94140A7E672ADB40155C08E8830C7C2A341400B43D9DD390555C05DDFC4507AA44140","0103000020E610000001000000090000000B43D9DD390555C05DDFC4507AA441407F2FEC2FBF0855C0DB21E10231A541406100A2024E0855C06D788B86DDAA4140CC1CC2B3DC0755C011C2BAF789B0414068AA7A5A560455C04A043613D3AF414061A1FD22D00055C05E5701571BAF414034DF2879420155C0885A64186FA94140A7E672ADB40155C08E8830C7C2A341400B43D9DD390555C05DDFC4507AA44140","Conus (Continental US) 10x10km Grid","Wed Jul 27 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jul 27 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell Joey Weber""}","Graham 1",,,,,,,,"bridge",,"270","2016","7","27","0","31","182109","417089","53589",,,,"12",,"74"
"Tue Jul 26 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","15339","10","Buncombe 1","TABR","1.00000000000000000000","1","1",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","Conus (Continental US) 10x10km Grid","Tue Jul 26 2016 20:10:00 GMT+0000 (Coordinated Universal Time)","Tue Jul 26 2016 20:28:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell Luke Etchison""}","Buncombe 1",,,,,,,,"bridge",,"270","2016","7","26","20","44","182044","417078","55454",,,,"12",,"74"
"Tue Jul 26 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","15339","10","Buncombe 1","MYGR","29.0000000000000000","29","29",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","Conus (Continental US) 10x10km Grid","Tue Jul 26 2016 20:10:00 GMT+0000 (Coordinated Universal Time)","Tue Jul 26 2016 20:28:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell Luke Etchison""}","Buncombe 1",,,,,,,,"bridge",,"270","2016","7","26","20","29","182044","417078","55454",,,,"12",,"74"
"Tue Jul 26 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","15339","10","Buncombe 1","EPFU","135.0000000000000000","135","135",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","0103000020E610000001000000090000005CC80386E3A554C00C587BD810BE4140425AA05069A954C07B9FA93FDEBE4140B4F851AEE9A854C043574D7787C44140A47C1EE669A854C04980849C30CA41400B292C15E3A454C0F0095EFC62C94140F815556A5CA154C094F5DD8494C841403AD0F238DDA154C05D31CA98EBC24140A9D560E15DA254C0E18C2A9A42BD41405CC80386E3A554C00C587BD810BE4140","Conus (Continental US) 10x10km Grid","Tue Jul 26 2016 20:10:00 GMT+0000 (Coordinated Universal Time)","Tue Jul 26 2016 20:28:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell Luke Etchison""}","Buncombe 1",,,,,,,,"bridge",,"270","2016","7","26","20","5","182044","417078","55454",,,,"12",,"74"
"Tue Jul 26 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","44779","10","Swain 2","MYLE","1.00000000000000000000","1","1",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E6100000010000000900000060AA185D28E854C0CBBC039EFDA94140F062ECA3ADEB54C04F39CC3EBBAA4140D9E2761638EB54C012195BD066B041403FB11F66C2EA54C0FEA9614F12B64140B47E73183CE754C063233A7A54B54140391CDEEDB5E354C0FED585CD95B4414096E323A52CE454C094860883EAAE4140ACC63C39A3E454C05911E6253FA9414060AA185D28E854C0CBBC039EFDA94140","0103000020E61000000100000009000000E73C7E381EE154C003C37ED67FA84140ACC63C39A3E454C05911E6253FA9414096E323A52CE454C094860883EAAE4140391CDEEDB5E354C0FED585CD95B441407D2E85E62FE054C0DF5D5049D6B3414002518E02AADC54C09862A5ED15B34140506684C021DD54C0BC8120D86AAD41400589025B99DD54C03769D9AFBFA74140E73C7E381EE154C003C37ED67FA84140","Conus (Continental US) 10x10km Grid","Wed Jul 27 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jul 27 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell Joey Weber""}","Swain 2",,,,,,,,"bridge",,"270","2016","7","27","0","31","182368","417118","54057",,,,"12",,"74"
"Tue Jul 26 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","44779","10","Swain 2","EPFU","128.0000000000000000","128","128",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E6100000010000000900000060AA185D28E854C0CBBC039EFDA94140F062ECA3ADEB54C04F39CC3EBBAA4140D9E2761638EB54C012195BD066B041403FB11F66C2EA54C0FEA9614F12B64140B47E73183CE754C063233A7A54B54140391CDEEDB5E354C0FED585CD95B4414096E323A52CE454C094860883EAAE4140ACC63C39A3E454C05911E6253FA9414060AA185D28E854C0CBBC039EFDA94140","0103000020E61000000100000009000000E73C7E381EE154C003C37ED67FA84140ACC63C39A3E454C05911E6253FA9414096E323A52CE454C094860883EAAE4140391CDEEDB5E354C0FED585CD95B441407D2E85E62FE054C0DF5D5049D6B3414002518E02AADC54C09862A5ED15B34140506684C021DD54C0BC8120D86AAD41400589025B99DD54C03769D9AFBFA74140E73C7E381EE154C003C37ED67FA84140","Conus (Continental US) 10x10km Grid","Wed Jul 27 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jul 27 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell Joey Weber""}","Swain 2",,,,,,,,"bridge",,"270","2016","7","27","0","5","182368","417118","54057",,,,"12",,"74"
"Tue Jul 26 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","44779","10","Swain 2","MYLU","0.00000000000000000000","0","0",,"Colony Count - North Carolina Wildlife Resources Commission","false","North Carolina Wildlife Resources Commission","0103000020E6100000010000000900000060AA185D28E854C0CBBC039EFDA94140F062ECA3ADEB54C04F39CC3EBBAA4140D9E2761638EB54C012195BD066B041403FB11F66C2EA54C0FEA9614F12B64140B47E73183CE754C063233A7A54B54140391CDEEDB5E354C0FED585CD95B4414096E323A52CE454C094860883EAAE4140ACC63C39A3E454C05911E6253FA9414060AA185D28E854C0CBBC039EFDA94140","0103000020E61000000100000009000000E73C7E381EE154C003C37ED67FA84140ACC63C39A3E454C05911E6253FA9414096E323A52CE454C094860883EAAE4140391CDEEDB5E354C0FED585CD95B441407D2E85E62FE054C0DF5D5049D6B3414002518E02AADC54C09862A5ED15B34140506684C021DD54C0BC8120D86AAD41400589025B99DD54C03769D9AFBFA74140E73C7E381EE154C003C37ED67FA84140","Conus (Continental US) 10x10km Grid","Wed Jul 27 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Wed Jul 27 2016 00:00:00 GMT+0000 (Coordinated Universal Time)","Maternity",,"{""Katherine Caldwell Joey Weber""}","Swain 2",,,,,,,,"bridge",,"270","2016","7","27","0","32","182368","417118","54057",,,,"12",,"74"
